time_window,time_label,pathway,tier,cohort_count,total_paired_n,pooled_delta_z,ci_low,ci_high,prediction_low,prediction_high,tau2,i2_percent,direction_consistency,p_value,fdr_within_window_tier
T2,T48,HALLMARK_SPERMATOGENESIS,HALLMARK_SECONDARY,4,118,-0.12157434320902798,-0.280645879960013,0.03749719354195706,-0.33663832737810295,0.09348964096004701,0.0,0.0,1.0,0.09314144939235638,0.4091741297086195
T2,T48,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_SECONDARY,5,146,0.037915785464687476,-0.14656603203693636,0.22239760296631128,-0.17354291667246213,0.2493744876018371,0.0,0.0,0.6,0.598776717638968,0.7303551739839753
T2,T48,HALLMARK_TNFA_SIGNALING_VIA_NFKB,PRESET_PRIMARY,5,146,-0.22577933634903316,-0.7026093898615933,0.251050717163527,-1.3966205010247137,0.9450618283266473,0.10585979735792932,71.88312030829755,0.8,0.25893729273753674,0.3884059391063051
T2,T48,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_SECONDARY,5,146,0.017657949401281178,-0.25141295962321497,0.28672885842577733,-0.29075935684453463,0.326075255647097,0.0,0.0,0.8,0.8642825203799595,0.936576744439953
T2,T48,HALLMARK_UV_RESPONSE_DN,HALLMARK_SECONDARY,5,146,-0.14846229710332356,-0.565836762238521,0.2689121680318738,-1.1630929672349901,0.8661683730283429,0.07904863588511146,70.63219173101011,0.8,0.3792593273994083,0.6139392758645197
T2,T48,HALLMARK_UV_RESPONSE_UP,HALLMARK_SECONDARY,5,146,-0.016361366390680896,-0.5560085152878005,0.5232857825064388,-1.3317516281479365,1.2990288953665745,0.1330607926132166,72.08178251493624,0.6,0.9369595021455732,0.9587523601716522
T2,T48,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_SECONDARY,5,146,0.32057899547131896,0.12515657556977874,0.5160014153728592,0.09657984021301258,0.5445781507296253,0.0,0.0,1.0,0.010381324394516049,0.212817150087579
T2,T48,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_SECONDARY,5,146,0.12795693870132682,-0.5631257061500361,0.8190395835526898,-1.725641995033437,1.9815558724360907,0.2772860357436255,89.86127530022237,0.6,0.6342987273772065,0.7303551739839753
T2,T48,Neutrophil degranulation,REACTOME_SUPPLEMENT,5,146,-0.08872147788693271,-0.37756628726997454,0.20012333149610909,-0.5291621756995326,0.3517192199256671,0.008330619375476384,16.48800332664439,0.6,0.4418188069038412,0.4418188069038412
T2,T48,TCR signaling,REACTOME_SUPPLEMENT,5,146,0.2810532943957536,-0.16785051041531707,0.7299570992068243,-0.8259123991347004,1.3880189879262075,0.09484770140548726,73.52263043297481,0.6,0.15715018039395104,0.3143003607879021
